iter	Logloss
842	0.2196861198
843	0.2196518256
844	0.2196184046
845	0.2195894522
846	0.2195629933
847	0.2195582143
848	0.2195281489
849	0.2195142099
850	0.2194962067
851	0.2194684645
852	0.2194476057
853	0.219413133
854	0.2193763745
855	0.2193516578
856	0.2193255693
857	0.2193174648
858	0.219296197
859	0.2192758714
860	0.2192331527
861	0.2191943345
862	0.2191650837
863	0.2191309643
864	0.2191050355
865	0.219065774
866	0.2190357428
867	0.2190123515
868	0.2189841402
869	0.2189565029
870	0.2189286519
871	0.2188979034
872	0.2188640217
873	0.2188306381
874	0.2187955349
875	0.2187723477
876	0.2187470143
877	0.2187323194
878	0.2187193347
879	0.2187014352
880	0.2186760905
881	0.2186368422
882	0.2186017849
883	0.2185607381
884	0.2185315856
885	0.2185120951
886	0.2184772103
887	0.2184498015
888	0.2184184144
889	0.21838634
890	0.218380398
891	0.2183637598
892	0.2183365445
893	0.2183093239
894	0.2182769917
895	0.2182491722
896	0.2182234295
897	0.2182136883
898	0.2181881341
899	0.2181678613
900	0.2181494712
901	0.2181201691
902	0.2181032858
903	0.2180665198
904	0.2180315809
905	0.2180213643
906	0.2179963155
907	0.217978206
908	0.2179474182
909	0.2179344762
910	0.2179073992
911	0.2178798024
912	0.2178531713
913	0.2178256355
914	0.2177938986
915	0.2177624311
916	0.217742008
917	0.2177253551
918	0.2177086627
919	0.2176952043
920	0.2176844605
921	0.2176563269
922	0.2176376104
923	0.2176078592
924	0.2175649135
925	0.2175549857
926	0.2175334559
927	0.2175128429
928	0.2174809192
929	0.2174518666
930	0.2174442168
931	0.2174131951
932	0.2173904426
933	0.217362763
934	0.2173306983
935	0.2173043406
936	0.2172781973
937	0.2172616025
938	0.2172256124
939	0.2172220419
940	0.2172129966
941	0.2171819837
942	0.2171618686
943	0.2171333408
944	0.2171126968
945	0.2170720535
946	0.2170492848
947	0.2170100441
948	0.2169917795
949	0.2169760829
950	0.2169675113
951	0.2169384555
952	0.2169227547
953	0.2169112711
954	0.2168795106
955	0.2168464605
956	0.2168090169
957	0.2167711271
958	0.2167460272
959	0.2167124462
960	0.2166946759
961	0.2166606617
962	0.2166343413
963	0.2166054002
964	0.2165672705
965	0.2165325728
966	0.216512899
967	0.2164958497
968	0.2164710386
969	0.2164471174
970	0.2164394655
971	0.2164027578
972	0.2163743277
973	0.2163512608
974	0.2163214342
975	0.2162912487
976	0.2162647064
977	0.216236604
978	0.2162077257
979	0.2161835237
980	0.2161756288
981	0.2161671157
982	0.2161441761
983	0.2161192122
984	0.2160993182
985	0.2160871717
986	0.2160572959
987	0.2160380463
988	0.2160079941
989	0.2159835624
990	0.2159474779
991	0.2159391448
992	0.2159118413
993	0.2158900177
994	0.215861348
995	0.2158407439
996	0.2158225227
997	0.2157730666
998	0.2157565569
999	0.2157262932
